Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747852595,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
1747852596,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
1747852597,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
1747852598,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852599,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852600,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852601,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852602,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852603,10,,Aggregated,0.400000,0.000000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,68,4,10000.0,10976.598448110642,2240.0234080269,35277.143496030476,427.11764705882354
1747852604,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852605,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852606,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852607,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852608,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852609,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852610,10,,Aggregated,0.500000,0.000000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,73,5,10000.0,10841.114336883886,2240.0234080269,35277.143496030476,421.64383561643837
1747852611,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852612,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852613,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852614,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852615,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852616,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,24000,29000,35000,35000,35000,35000,78,5,10000.0,11011.349985800618,2240.0234080269,35277.143496030476,424.7692307692308
1747852617,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,83,6,10000.0,10894.72757636693,2240.0234080269,35277.143496030476,420.71084337349396
1747852618,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,83,6,10000.0,10894.72757636693,2240.0234080269,35277.143496030476,420.71084337349396
1747852619,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,83,6,10000.0,10894.72757636693,2240.0234080269,35277.143496030476,420.71084337349396
